 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rk,Player,Age,Team,Lg,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,Pos,Awards,-9999
94,Yainer Diaz,26,HOU,AL,567,0.309,94,0.277,0.161,3.5,16.8,3.5,90,42.4,24.9,46,23.3,0.85,26,57.3,16.7,-1.9,-1.80%,-10.05,25.5,50,42.2,*2D/H,,diazya02
95,Jonathan India,28,KCR,AL,567,0.299,91,0.279,0.113,1.6,18.7,9.5,87.7,36.9,22.1,37.6,29.7,0.61,31.7,52,16.2,-0.7,-0.60%,-8.06,30.9,0,42.9,4D75/H,,indiajo01
96,Trevor Larnach*,28,MIN,AL,567,0.323,103,0.295,0.153,3,21.5,9.3,90.9,45.7,25.8,43.7,25.8,0.78,33.6,50.6,15.8,-0.3,-0.10%,-5.06,26.9,50,44,D97H,,larnatr01
97,Nolan Schanuel*,23,LAA,AL,564,0.329,108,0.286,0.125,2.1,12.6,10.5,87,29,26.9,41.7,25,0.73,34.4,50.9,14.6,1.2,0.60%,11.94,28,83.3,32.8,*3,,schanno01
98,Willson Contreras,33,STL,NL,563,0.349,123,0.319,0.19,3.6,25.2,7.8,90.5,49.3,25.8,41.6,28,0.72,23.5,58.9,17.6,1,0.30%,16.65,28.9,83.3,50,*3D,,contrwi01
99,Josh Smith*,27,TEX,AL,563,0.318,113,0.295,0.115,1.8,17.8,9.8,86.5,31.2,24.6,43.1,24.1,0.78,30.3,50.6,19,-2.3,-1.40%,-10.16,33.9,80,51.9,653HD/7948,,smithjo11
100,Bryson Stott*,27,PHI,NL,560,0.324,95,0.288,0.134,2.3,16.3,9.6,86.9,29.5,23.7,40.1,29.2,0.68,25.8,55.3,18.8,0,0.20%,5.07,31,82.8,34,*46H,,stottbr01
101,Mike Yastrzemski*,34,2TM,2LG,558,0.328,111,0.263,0.17,3,19.4,12.9,89.5,42.8,24.5,30.3,33.5,0.45,32.7,48.7,18.6,-0.6,-0.10%,-4.47,30.2,77.8,43.5,*9H8/7D1,,yastrmi01
101,Mike Yastrzemski*,34,SFG,NL,372,0.314,102,0.289,0.125,2.2,23.1,12.6,87.9,39.8,23.1,35.3,28.6,0.58,34.9,48.3,16.8,-0.3,0.00%,-5.11,26.1,75,37.5,9/H1,,yastrmi01
101,Mike Yastrzemski*,34,KCR,AL,186,0.354,128,0.217,0.263,4.8,11.8,13.4,92.2,47.8,26.8,21.7,42,0.28,29,49.3,21.7,-0.3,0.00%,0.64,38.9,100,50,98/7HD,,yastrmi01
102,Ketel Marte#,31,ARI,NL,556,0.381,142,0.29,0.233,5,14.9,11.5,90.7,47.2,21.8,40.5,28.3,0.68,38.5,48,13.5,2.4,0.70%,21.75,32.6,66.7,30.9,4D/H,ASMVP-22SS,marteke01
103,Mike Trout,33,LAA,AL,556,0.341,117,0.31,0.206,4.7,32,15.6,90.9,49.5,28.2,34.2,30.3,0.52,26.4,50.7,22.9,0.8,0.20%,15.19,27.2,100,54.5,D9/H,,troutmi01
104,Zach Neto,24,LAA,AL,554,0.341,115,0.312,0.217,4.7,26.9,6,90.2,46.6,24.6,35.2,31.6,0.56,37.4,45.8,16.8,0.2,0.00%,6.91,37.3,74.3,52.4,*6/H,,netoza01
105,Brandon Lowe*,30,TBR,AL,553,0.337,117,0.297,0.221,5.6,26.9,6.9,91.1,46.7,25.8,37.9,29.7,0.61,38.5,48.4,13.2,1,0.50%,15.21,34.5,60,25,*4/DH3,AS,lowebr01
106,Xander Bogaerts,32,SDP,NL,552,0.32,94,0.299,0.128,2,17,8.7,88.9,39.5,26.8,43.6,23.2,0.78,32.3,50.5,17.2,0,0.10%,-6.41,30.6,90.9,41.5,*6/DH,,bogaexa01
107,Andrew McCutchen,38,PIT,NL,551,0.311,94,0.289,0.128,2.4,21.4,12.2,89.5,42.9,22.7,42.3,27.1,0.73,34.9,51.2,13.9,-1.6,-0.30%,-6.55,22.4,50,17.9,*D/H97,,mccutan01
108,J.T. Realmuto,34,PHI,NL,550,0.312,89,0.321,0.127,2.2,23.5,6.4,90,45.5,25.8,44.7,23.7,0.81,28.8,53.3,17.9,-0.7,-0.10%,-12.13,28,80,50.9,*2/DH,,realmjt01
109,Adolis García,32,TEX,AL,547,0.291,94,0.267,0.168,3.5,24.7,5.1,92.1,46.8,22.2,36.9,33.8,0.59,25.3,55.7,19,-1.2,-1.10%,-6.7,30.2,76.5,37.1,*9/DH,,garciad02
110,Alec Burleson*,26,STL,NL,546,0.352,126,0.312,0.169,3.3,14.5,7.1,90.7,43.3,24.1,39.5,28.8,0.66,28.4,53.4,18.2,1.6,0.40%,11.57,21.4,83.3,40.5,379D/H1,SS,burleal01
111,Lourdes Gurriel Jr.,31,ARI,NL,546,0.314,94,0.254,0.17,3.5,13.9,5.7,87.8,38.4,26.3,37.4,27.3,0.6,27.9,54,18,0,-0.40%,-3.62,23.2,71.4,18.9,*7D/H,,gurrilo01
112,Teoscar Hernández,32,LAD,NL,546,0.318,100,0.283,0.207,4.6,24.5,4.8,90.2,46.1,23,45.3,27.7,0.83,24.3,56.5,19.1,-0.1,-0.40%,2.62,30.8,71.4,40,*9/H,,hernate01
113,Gavin Sheets*,29,SDP,NL,545,0.326,103,0.284,0.177,3.5,19.6,8.1,89.9,46.8,29,37.3,24.4,0.59,36.2,47.6,16.2,0.7,0.30%,-1.9,24.7,66.7,41.3,7DH3,,sheetga01
114,Oneil Cruz*,26,PIT,NL,544,0.312,85,0.262,0.178,3.7,32,11.8,95.8,56.9,21.9,48.3,25.2,0.94,32.1,53,14.9,0,0.40%,-5.45,29.4,88.4,56.4,*8H/D,,cruzon01
115,Lenyn Sosa,25,CHW,AL,544,0.316,101,0.309,0.17,4,23.3,3.3,90.6,44,29.1,31.9,29.6,0.47,24.3,57.5,18.2,-2.1,-0.30%,-3.56,25.5,66.7,53.3,43D/H5,,sosale01
116,Ryan O'Hearn*,31,2TM,2LG,544,0.352,126,0.33,0.156,3.1,20,10.7,89.4,42.5,24.1,45,25.7,0.82,32.5,49.6,17.9,2.8,0.70%,19.95,27.5,75,30,3D9H/7,AS,ohearry01
116,Ryan O'Hearn*,31,BAL,AL,361,0.362,136,0.315,0.18,3.6,17.5,11.6,90.8,49,24.7,45.4,24.3,0.83,35.1,49,15.9,2.1,0.60%,13.76,26.2,75,30.8,3D9/H7,,ohearry01
116,Ryan O'Hearn*,31,SDP,NL,183,0.332,107,0.36,0.11,2.2,25.1,8.7,86.5,28.8,22.9,44.1,28.8,0.79,27.1,50.8,22,0.6,0.00%,6.19,30,,28.6,3D/H9,,ohearry01
117,Jeremy Peña,27,HOU,AL,543,0.368,132,0.345,0.172,3.1,17.1,6.4,88.4,43,23.3,47.1,23.8,0.9,32,51.4,16.6,1.7,1.70%,27.69,28.3,90.9,53.7,*6/HD,ASMVP-10,penaje02
118,Byron Buxton,31,MIN,AL,542,0.383,139,0.302,0.287,6.5,27.3,7.6,92.5,53.9,21.4,36.7,34.7,0.58,35.5,50.6,13.9,3.1,1.10%,32.92,43.7,100,67.4,*8/D,ASMVP-11SS,buxtoby01
119,Luis Rengifo#,28,LAA,AL,541,0.276,72,0.281,0.098,1.7,19.2,6.1,86.8,32.8,25.2,50.4,18.5,1.03,28.7,53.9,17.5,-1.7,-0.80%,-15.08,31.5,58.8,40.5,54H/9768D,,rengilu01
120,Brenton Doyle,27,COL,NL,538,0.297,67,0.289,0.143,2.8,25.7,5.6,89.2,44.8,23,45.4,25.9,0.85,28.9,55.9,15.1,-1.5,0.00%,-17.32,31.8,90,38.5,*8/HD,,doylebr02
121,Masyn Winn,23,STL,NL,537,0.298,89,0.301,0.11,1.7,19,6.3,87.3,34.6,25.4,37.9,24.4,0.63,27.5,51.1,21.4,-1.4,-0.80%,-5.4,40.1,64.3,57.6,*6/H,GG,winnma01
122,Matt Chapman,32,SFG,NL,535,0.341,122,0.27,0.198,3.9,23.6,13.3,92.2,47.6,22.3,40.4,24.7,0.68,31.9,52.1,16,0.2,0.10%,9.97,34.2,69.2,59.1,*5,,chapmma01
123,Paul Goldschmidt,37,NYY,AL,534,0.321,104,0.325,0.129,1.9,18.7,6.7,90.4,44,25.8,38.9,29.7,0.64,25.1,50.5,24.4,-1.5,-1.40%,-4.12,40,83.3,33.3,*3H/D8,,goldspa01
124,Marcus Semien,34,TEX,AL,534,0.301,100,0.251,0.134,2.8,17.4,9.4,88.3,35.1,23.1,34.5,33.4,0.53,29.5,57.8,12.7,-0.1,-0.40%,-2.57,31.8,91.7,61.5,*4,GG,semiema01
125,Josh Bell#,32,WSN,NL,533,0.327,110,0.247,0.179,4.1,16.5,10.7,90.4,47.5,20.6,46,27.9,0.85,33.4,48.3,18.3,-1,-0.80%,-3.62,21.2,0,20.8,D3H,,belljo02
126,Jazz Chisholm Jr.*,27,NYY,AL,531,0.357,127,0.282,0.238,5.8,27.9,10.9,88.3,43.3,17.9,38.2,33.2,0.63,42.3,46.1,11.6,0.3,0.10%,16.85,30.3,79.5,51.5,45/H,ASSS,chishja01
127,Kyle Manzardo*,24,CLE,AL,531,0.331,109,0.265,0.221,5.1,25.4,9,90.1,43.8,24.4,30,35.3,0.43,35,47.1,17.9,0.4,-0.10%,-4.16,14.4,100,33.3,D3H,,manzaky01
128,Ben Rice*,26,NYY,AL,530,0.355,130,0.271,0.244,4.9,18.9,9.4,93.2,56.1,24.9,39.8,28.5,0.66,37.7,49.6,12.7,0.7,1.30%,6.66,31.6,60,27.6,3D2H,,ricebe01
129,Brooks Lee#,24,MIN,AL,527,0.289,77,0.258,0.133,3,17.5,5.9,88.4,38.5,20.5,44,29,0.79,33.3,52.5,14.3,-0.2,-0.30%,-5.74,25.4,75,32.5,654H/D,,leebr02
130,Luis García Jr.*,25,WSN,NL,526,0.31,96,0.27,0.16,3,16,5.1,90.1,45.9,24.5,45.3,24.5,0.83,35.6,51.6,12.8,-0.1,0.20%,-0.14,37.5,73.7,38.6,*4H/3D,,garcilu04
131,Jorge Polanco#,31,SEA,AL,524,0.348,134,0.269,0.229,5,15.6,8,89.9,45.8,22.7,37,28.7,0.6,42.3,44.3,13.4,3.7,2.30%,23.42,26.4,66.7,42.5,D4H/53,,polanjo01
132,Shea Langeliers,27,ATH,AL,523,0.363,131,0.29,0.26,5.9,19.7,6.9,90.8,44.9,25.3,37.3,29,0.6,33.5,50.3,16.2,0.9,-0.20%,10.4,30.2,87.5,35.1,2D/H,,langesh01
133,Jacob Wilson,23,ATH,AL,523,0.354,127,0.317,0.134,2.5,7.5,5.2,84.1,24.8,24.2,52.4,17.1,1.12,25.1,52.9,22,2,1.10%,18.37,28.5,71.4,39.6,*6/D,ASMVP-18ROY-2,wilsoja05
134,Jake Cronenworth*,31,SDP,NL,515,0.339,114,0.299,0.131,2.1,20.8,13.4,87.3,39.1,21.4,40.6,30,0.71,28.2,51.7,20.1,0.4,0.30%,8.28,28.4,50,55.9,*436/DH,,croneja01
135,Brendan Donovan*,28,STL,NL,515,0.338,118,0.315,0.135,1.9,13,8.2,89.1,40.9,28.1,41.9,22.3,0.74,30.3,51.4,18.3,0.3,-0.10%,7.13,31.6,50,36.8,47/6DH,AS,donovbr01
136,Eric Wagaman,27,MIA,NL,514,0.303,86,0.296,0.128,1.8,19.5,6.2,91,46.6,25.7,44.1,24.4,0.79,27.8,53,19.2,-2.7,-1.10%,-14.15,32.9,80,36.1,*37HD/59,,wagamer01
137,Josh Jung,27,TEX,AL,511,0.301,102,0.316,0.139,2.7,25.2,5.3,89.3,47.1,27.5,41.6,24.9,0.71,24.9,56.4,18.7,-1.6,-0.80%,0,28.7,80,36.2,*5/DH,,jungjo01
138,Zach McKinstry*,30,DET,AL,511,0.336,111,0.314,0.179,2.3,21.7,9,85.6,30.5,29.1,40.6,24.5,0.69,36,46.7,17.3,0.1,-0.30%,-1.01,35,79.2,73.7,5697H/4D13,ASSS,mckinza01
139,Caleb Durbin,25,MIL,NL,506,0.33,106,0.265,0.13,2.2,9.9,5.9,83.5,26.9,22.4,40.8,22.9,0.73,31.1,53.2,15.7,1.1,0.60%,6.32,31,75,35.8,*54H/6,ROY-3,durbica01
140,Alejandro Kirk,26,TOR,AL,506,0.334,110,0.292,0.14,3,11.7,9.5,91.1,50.9,24.1,44.2,25.4,0.79,19.3,55.8,24.9,1.1,1.60%,7.37,18.6,100,2,*2H/D,AS,kirkal01
141,Joey Ortiz,26,MIL,NL,506,0.27,62,0.26,0.087,1.4,14.6,5.3,83.6,33.1,22.4,43.8,18.7,0.81,20.6,52.5,26.9,-1.2,-0.50%,-11.63,41,82.4,44.7,*6/H,,ortizjo06
142,Chase Meidroth,23,CHW,AL,505,0.303,89,0.291,0.067,1,14.3,8.9,87.5,36.3,22,52.6,18.3,1.14,25.7,52.9,21.5,-1.7,0.00%,-15.52,30.6,77.8,45,64/H,,meidrch01
143,Alec Bohm,28,PHI,NL,504,0.334,105,0.324,0.123,2.2,16.3,5.8,90.8,46.6,27.3,49.7,20.9,0.99,18.6,59.3,22.2,-0.3,-0.30%,-1.6,26.9,100,24.1,53,,bohmal01
144,Gavin Lux*,27,CIN,NL,503,0.326,97,0.351,0.105,1,22.7,11.1,88.3,36.9,27.6,47.1,22.5,0.89,35.4,52,12.6,-0.4,-0.20%,5.43,25.7,100,41.3,D74H/5,,luxga01
145,Addison Barger*,25,TOR,AL,502,0.32,100,0.284,0.211,4.2,24.1,7.2,91.7,51,24.9,42.5,22.9,0.74,35.8,49.6,14.7,-0.5,0.00%,1.91,30.8,80,31.6,59H/D,,bargead01
146,Harrison Bader,31,2TM,2LG,501,0.344,117,0.359,0.172,3.4,27.1,7.8,87.2,40.6,22.5,45.7,22.9,0.84,33.3,51.7,14.9,1,0.70%,3.77,27.2,61.1,50.9,*87H/9,,baderha01
146,Harrison Bader,31,MIN,AL,307,0.34,113,0.322,0.181,3.9,26.4,8.8,86.6,40.5,19.3,49,22.9,0.96,33.3,52.1,14.6,0.7,0.20%,1.33,19.8,71.4,58.6,78H/9,,baderha01
146,Harrison Bader,31,PHI,NL,194,0.351,122,0.415,0.158,2.6,28.4,6.2,88.3,40.7,27.6,40.7,22.8,0.68,33.3,51.2,15.4,0.3,0.50%,2.44,37.9,25,41.7,8/H,,baderha01
147,Cedric Mullins*,30,2TM,2LG,498,0.311,94,0.253,0.175,3.4,24.1,10,86.4,35.9,23.1,28.7,31.8,0.43,41,44.4,14.5,-0.2,-0.50%,1.57,31.1,84.6,51.6,*8/HD,,mullice01
147,Cedric Mullins*,30,BAL,AL,355,0.32,103,0.261,0.204,4.2,23.9,9.6,86.3,36.1,23.5,26.5,32.5,0.38,40.6,45.7,13.7,0.6,0.30%,7.91,28.7,77.8,52.9,8/DH,,mullice01
147,Cedric Mullins*,30,NYM,NL,143,0.287,71,0.233,0.099,1.4,24.5,11.2,86.5,35.6,22.2,34.4,30,0.55,42.2,41.1,16.7,-0.8,-0.70%,-6.34,36.8,100,50,8/H,,mullice01
148,Jesús Sánchez*,27,2TM,2LG,497,0.312,91,0.283,0.157,2.8,22.1,8.5,91.2,43.4,23,48.1,22.2,0.93,37,47.8,15.2,-0.4,-1.10%,-11.39,34.3,81.3,42.5,*97H8/D,,sanchje02
148,Jesús Sánchez*,27,MIA,NL,337,0.328,102,0.3,0.164,3,20.8,8.6,92.1,46.4,23.6,48.9,21.1,0.96,36.7,47.3,16,0.4,0.10%,-1.21,30.6,81.8,35.5,9H8/D7,,sanchje02
148,Jesús Sánchez*,27,HOU,AL,160,0.277,68,0.245,0.144,2.5,25,8.1,89,36.8,21.7,46.2,24.5,0.88,37.7,49.1,13.2,-0.8,-1.20%,-10.18,43.6,80,66.7,79/HD,,sanchje02
149,Alex Bregman,31,BOS,AL,495,0.357,130,0.288,0.189,3.6,14.1,10.3,90.1,44.4,23.3,38.9,26.6,0.64,31.8,54.5,13.7,-0.1,0.10%,8.89,28.8,50,32.7,*5/HD,AS,bregmal01
150,Cam Smith,22,HOU,AL,493,0.304,88,0.32,0.122,1.8,27.8,8.7,87.9,40.8,27.5,45.1,22.9,0.82,24.8,52,23.2,0,-0.40%,-1.38,31.5,88.9,51.9,*9H/D,ROY-10,smithca07
151,Ty France,30,2TM,AL,490,0.307,90,0.3,0.104,1.4,16.9,4.5,89.5,44.4,25.8,46.7,24.2,0.88,21.4,56,22.5,-0.3,-0.10%,-3.69,28.7,100,39.1,*3H/D4,GG,francty01
151,Ty France,30,MIN,AL,387,0.309,91,0.291,0.106,1.6,16.3,4.9,89.4,41.5,26,45.5,25.3,0.83,21.2,57.6,21.2,0.2,0.20%,-1.68,29.7,100,38.5,3/H4,,francty01
151,Ty France,30,TOR,AL,103,0.299,84,0.333,0.096,1,19.4,2.9,89.6,55.3,25,51.3,19.7,1.05,22.4,50,27.6,-0.5,-0.30%,-2.01,25,,42.9,3H/D,,francty01
152,Nick Kurtz*,22,ATH,AL,489,0.418,174,0.364,0.329,7.4,30.9,12.9,92.7,51.3,23.5,37.9,34.9,0.61,30.5,48.2,21.3,1.8,-0.10%,42.1,35.8,66.7,32.1,*3/DH,MVP-12ROY-1SS,kurtzni01
153,Ramón Laureano,30,2TM,2LG,488,0.363,134,0.331,0.231,4.9,24.4,7.2,90.3,49.1,26.1,41.4,26.4,0.71,29.8,52.8,17.5,0.6,0.40%,16.56,33.6,63.6,45.7,*798/DH,,laurera01
153,Ramón Laureano,30,BAL,AL,290,0.373,146,0.343,0.239,5.2,24.8,7.6,89.5,48.9,27.9,40.5,26.3,0.68,29.5,57.9,12.6,0.4,-0.20%,9.43,34.1,57.1,47.6,97/DH8,,laurera01
153,Ramón Laureano,30,SDP,NL,198,0.348,118,0.315,0.22,4.5,23.7,6.6,91.4,49.3,23.5,42.6,26.5,0.74,30.1,45.6,24.3,0.2,0.60%,7.12,32.7,75,42.9,78/9HD,,laurera01
154,Michael Conforto*,32,LAD,NL,486,0.289,79,0.247,0.134,2.5,24.9,11.5,89.9,44.3,22.3,42,30,0.72,36.3,44.7,19,-1.1,-1.30%,-18.15,30.9,100,36.4,*7H,,confomi01
155,Ángel Martínez#,23,CLE,AL,484,0.275,68,0.271,0.135,2.3,22.7,4.8,85.8,29.3,23.5,36.5,29.6,0.6,39.7,46.7,13.6,-1.4,-1.00%,-14.69,37.5,80,48.6,*84H/97,,martian02
156,Jackson Merrill*,22,SDP,NL,483,0.331,108,0.312,0.193,3.3,22.4,6.8,89.1,42.9,26,37.9,30.2,0.62,31.1,48.2,20.7,0.5,-0.30%,7.28,31.2,33.3,54.1,*8/H,,merrija01
157,Max Kepler*,32,PHI,NL,474,0.303,83,0.232,0.175,3.8,19.6,10.1,90.6,45,23.7,35.9,32.8,0.56,34.3,49.8,15.8,-0.7,-0.70%,-11.47,32.3,100,36.2,*79H/8,,keplema01
158,Carlos Santana#,39,2TM,2LG,474,0.289,77,0.252,0.106,2.3,19.2,11,87.6,37.8,22,40.5,26.2,0.68,43,45.7,11.3,-0.9,-0.40%,-7.18,28.1,100,37.1,3D/H5,,santaca01
158,Carlos Santana#,39,CLE,AL,455,0.296,82,0.257,0.109,2.4,18.9,11.4,87.5,37.3,22.3,40.1,25.8,0.67,42,46.2,11.8,-0.6,-0.30%,-4.74,28.6,100,38.2,3D/H5,,santaca01
158,Carlos Santana#,39,CHC,NL,19,0.113,-37,0.143,0.053,0,26.3,0,90.6,50,14.3,50,35.7,1,64.3,35.7,0,-0.3,-0.10%,-2.45,0,,0,/3DH,,santaca01
159,Gabriel Arias,25,CLE,AL,471,0.277,70,0.319,0.144,2.3,34.4,5.7,89.5,43.3,23.6,48.7,21.5,0.97,30.5,52,17.5,-0.4,-0.30%,-8.2,27.7,66.7,63,64/5H,,ariasga01
160,Andrew Benintendi*,30,CHW,AL,470,0.322,105,0.25,0.19,4.3,17.4,8.5,88,37.1,21.8,33.1,34.3,0.5,41,43,16,0.5,-0.10%,10.84,29.8,100,40,7D/H,,beninan01
161,Dillon Dingler,26,DET,AL,469,0.329,109,0.345,0.147,2.8,23.5,4.9,90,45.7,30.4,36.2,26.4,0.57,27,55.8,17.2,0.1,-0.30%,4,29.3,,47.4,*2/HD,GG,dingldi01
162,Alek Thomas*,25,ARI,NL,469,0.291,78,0.324,0.12,1.9,26,4.5,88.6,39.5,20.2,51.7,21.5,1.11,34.6,50.2,15.3,-2.2,-0.90%,-21.01,32.8,63.6,64.9,*8/HD,,thomaal01
163,Colt Keith*,23,DET,AL,468,0.326,107,0.307,0.157,2.8,21.8,10.3,90,43.7,28.5,38,29.1,0.61,32,48.7,19.3,0.3,0.50%,1.1,36.1,50,59.6,D54H3,,keithco01
164,Kerry Carpenter*,27,DET,AL,464,0.335,114,0.274,0.245,5.6,22.8,3.9,91.4,47.2,24.3,32.8,33.1,0.49,39.2,47.4,13.4,0.4,0.10%,11.68,37,50,53.8,9D7H,,carpeke01
165,Ryan Jeffers,28,MIN,AL,464,0.332,109,0.322,0.131,1.9,19.6,10.8,89.3,42.2,27.5,38.3,25.3,0.62,23.7,57,19.3,-0.7,-0.30%,-0.31,24.4,50,26.1,2D/H,,jeffery01
166,Wilmer Flores,33,SFG,NL,463,0.312,101,0.267,0.138,3.5,19,7.3,85.9,26.9,26,35,26.9,0.54,26.6,52.4,21,0.1,0.10%,5.4,22.2,100,20,D3H/5,,florewi01
167,Victor Scott II*,24,STL,NL,463,0.288,71,0.284,0.08,1.1,24,9.1,80,26.2,24,34.3,25,0.63,30,53.3,16.7,-1.3,-0.60%,-9.71,36.8,89.5,56.3,*8/97,,scottvi01
168,Mark Vientos,25,NYM,NL,463,0.31,98,0.277,0.179,3.7,24.8,6.5,91.5,50.6,24.9,41.5,27.2,0.71,24.9,58.5,16.6,-0.4,-0.30%,-2.39,23.1,100,39.3,5D/H3,,vientma01
169,Jeff McNeil*,33,NYM,NL,462,0.333,113,0.253,0.168,2.6,11.9,10.6,86.7,32.9,27.1,35.7,28.3,0.56,42,42.9,15.1,0.1,-0.30%,2.88,21.1,100,27.8,487D/H93,,mcneije01
170,Mickey Moniak*,27,COL,NL,461,0.349,110,0.307,0.249,5.2,23.9,4.8,89.6,45.4,26,33.3,36.7,0.5,37.9,46.8,15.3,0.1,-0.20%,9.98,32.2,75,54.5,*98H7D,,moniami01
171,Isiah Kiner-Falefa,30,2TM,2LG,459,0.291,76,0.314,0.072,0.4,16.8,3.7,83,27.5,24.4,55.3,11.1,1.33,23.1,55.8,21.1,-0.6,0.00%,-12.51,32.3,78.9,53.8,654/H1,,kineris01
171,Isiah Kiner-Falefa,30,PIT,NL,428,0.293,78,0.316,0.067,0.2,16.1,4,82.8,26.6,25.1,54.7,11.2,1.29,22.8,56.5,20.7,-0.8,-0.20%,-12.02,31,78.9,52.8,65/H,,kineris01
171,Isiah Kiner-Falefa,30,TOR,AL,31,0.262,58,0.286,0.133,3.2,25.8,0,85.6,40.9,13.6,63.6,9.1,2,27.3,45.5,27.3,0.1,0.30%,-0.49,57.1,,66.7,4/5H16,,kineris01
172,Adam Frazier*,33,2TM,2LG,459,0.302,90,0.313,0.098,1.5,17.6,5.7,84.7,20.6,28.8,38.4,26.5,0.63,35.5,45.6,18.9,0.2,-0.20%,-1.22,25.9,57.1,48.9,47H9/D5,,fraziad01
172,Adam Frazier*,33,PIT,NL,262,0.292,82,0.3,0.081,1.1,17.2,6.5,84.7,20.1,27.8,39.2,26.3,0.66,32,47.9,20.1,-0.2,-0.10%,-2,23.8,58.3,41.4,47H/9,,fraziad01
172,Adam Frazier*,33,KCR,AL,197,0.314,101,0.329,0.12,2,18.3,4.6,84.7,21.3,30,37.3,26.7,0.61,40,42.7,17.3,0.4,-0.10%,0.78,28.8,50,61.1,47/DH59,,fraziad01
173,Kyle Stowers*,27,MIA,NL,457,0.391,148,0.356,0.256,5.5,27.4,10.5,90.9,52.2,25.8,38.4,30.1,0.63,38.4,43.4,18.3,1.9,0.50%,21.86,25.2,83.3,40.9,79H8/D,AS,stoweky01
174,Willi Castro#,28,2TM,2LG,454,0.303,89,0.286,0.139,2.4,24.4,8.8,86.5,37.3,26.4,40.8,26.7,0.69,26.7,57.9,15.4,-2.1,-0.60%,-12.21,35.9,71.4,48.9,4975/86H1,,castrwi01
174,Willi Castro#,28,MIN,AL,344,0.326,103,0.308,0.162,2.9,24.4,9.3,87.5,42,27.9,38.4,26.9,0.63,28.3,57.5,14.2,-0.7,-0.10%,-0.97,36.2,75,44.7,4795/618H,,castrwi01
174,Willi Castro#,28,CHC,NL,110,0.23,47,0.222,0.07,0.9,24.5,7.3,83.5,23.3,21.9,47.9,26,0.92,21.9,58.9,19.2,-1.4,-0.50%,-11.25,34.6,50,66.7,95/48H7,,castrwi01
175,Patrick Bailey#,26,SFG,NL,452,0.269,70,0.308,0.103,1.3,29.4,6.6,87,36.5,23.8,36.4,29.7,0.59,27.6,51.7,20.6,-1.3,-0.50%,-10.83,34.7,100,42.9,*2H/D,GG,bailepa01
176,Iván Herrera,25,STL,NL,452,0.372,140,0.315,0.18,4.2,18.6,9.5,91.2,48.2,24.7,48.7,19.8,0.95,21.4,57.1,21.4,2.9,1.20%,18.41,23.5,80,45.8,D2/7H,,herreiv01
177,Logan O'Hoppe,25,LAA,AL,451,0.275,69,0.267,0.158,4.2,30.8,5.3,90.7,46.9,23.4,39.9,29.7,0.67,34.3,47.9,17.8,-2.9,-0.90%,-32.26,16.5,66.7,37.5,2H/D,,ohopplo01
178,Tommy Pham,37,PIT,NL,449,0.317,98,0.294,0.125,2.2,20.9,11.1,91.5,47.3,23.1,51.2,19.8,1.05,28.1,53.1,18.8,-0.5,-0.30%,-5.52,24.1,62.5,32.6,*7/H9D,,phamth01
179,Austin Wells*,25,NYY,AL,448,0.305,92,0.245,0.217,4.7,26.3,6.7,90.2,45.2,22.8,32.3,33.7,0.48,34,48.6,17.3,-0.4,-0.90%,-1.99,29.1,83.3,40,*2/HD,,wellsau01
180,Austin Riley,28,ATL,NL,447,0.321,104,0.337,0.168,3.6,28.6,6,92.3,50.2,26.3,34.6,32.9,0.53,28.4,56.7,14.9,-2.2,-0.50%,-5.51,31.1,66.7,34.1,5,,rileyau01
181,Andrew Vaughn,27,2TM,2LG,447,0.311,96,0.28,0.158,3.1,17.9,6.9,91.4,47.7,25.2,41.4,27,0.71,24.3,56.5,19.2,-0.5,1.00%,-6.71,17.1,,25,3D/H,,vaughan01
181,Andrew Vaughn,27,CHW,AL,193,0.229,37,0.217,0.124,2.6,22.3,3.6,91.5,48.3,23.1,41.3,29.4,0.7,24.5,54.5,21,-1.4,-0.30%,-14.82,10.8,,15.4,3D/H,,vaughan01
181,Andrew Vaughn,27,MIL,NL,254,0.374,139,0.328,0.186,3.5,14.6,9.4,91.4,47.4,26.8,41.6,25.3,0.72,24.2,57.9,17.9,0.9,1.30%,8.11,19.8,,29,3/H,,vaughan01
182,Drake Baldwin*,24,ATL,NL,446,0.358,130,0.289,0.195,4.3,15.2,8.5,91.7,49.6,23.1,48.7,24.9,0.95,30.6,51.6,17.8,0.9,0.00%,26.68,27.6,,37.8,2HD,ROY-1,baldwdr01
183,Carlos Narváez,26,BOS,AL,446,0.311,97,0.294,0.179,3.4,24.9,8.5,90.7,44.6,20.6,44.3,28,0.8,24,52.7,23.3,-0.6,-0.60%,-6.78,29.8,50,23.3,*2/HD,ROY-6,narvaca01
184,Corey Seager*,31,TEX,AL,445,0.37,153,0.299,0.216,4.7,19.6,13,92.9,53.6,21.7,44.7,31.9,0.81,30.2,53.2,16.6,1.4,0.60%,23.61,27.6,100,25.9,6/D,,seageco01
